"SESSIONID","EXERCISEID","SETS","REPS","WORKOUT"
3499,53,5,20,"Seated cable rows"
3500,6,3,10,"Incline dumbbell press"
3501,50,5,23,"Fat grip dumbbell curl"
3502,13,5,20,"Bent-over rows"
3503,40,4,18,"Hammer curls"
3504,46,5,17,"Bent-over rows"
3505,24,4,19,"Decline dumbbell flyes"
3506,20,5,15,"Leg extensions"
3507,12,4,19,"Leg extensions"
3508,40,5,15,"Decline cable crossovers"
3509,47,4,23,"Pull-ups"
3510,31,4,24,"Decline cable crossovers"
3511,8,4,17,"Plate pinch"
3512,4,5,23,"Hanging leg raises"
3513,53,5,25,"Leg extensions"
3514,34,5,25,"Leg press"
3515,16,4,22,"Preacher curls"
3516,47,5,15,"Triceps pushdowns"
3517,39,4,16,"Pull-ups"
3518,4,5,17,"Bicycle crunches"
3519,18,4,18,"Decline dumbbell press"
3520,29,4,21,"Decline dumbbell flyes"
3521,25,4,22,"Wrist curl"
3522,39,4,17,"Leg curls"
3523,20,5,23,"Incline dumbbell flyes"
3524,47,5,22,"Preacher curls"
3525,16,4,24,"Decline dumbbell press"
3526,31,4,18,"Triceps pushdowns"
3527,26,4,15,"Leg press"
3528,31,4,18,"Close-grip bench press"
3529,31,4,22,"Military press"
3530,4,4,23,"Skull crushers"
3531,47,4,20,"Decline cable crossovers"
3532,15,4,22,"Russian twists"
3533,31,5,22,"Skull crushers"
3534,5,4,23,"Incline dumbbell press"
3535,38,4,23,"Hammer curls"
3536,7,5,20,"Fat grip dumbbell curl"
3537,25,4,18,"Hammer curls"
3538,21,4,19,"Barbell rows"
3539,23,4,24,"Leg press"
3540,46,4,20,"Bird dog"
3541,45,4,15,"Crunches"
3542,7,4,20,"Chest flyes"
3543,45,4,8,"Crunches"
3544,7,5,19,"Dumbbell front raises"
3545,29,5,20,"Hanging leg raises"
3546,34,5,24,"Russian twists"
3547,25,4,17,"Triceps dips"
3548,16,4,16,"Leg press"
3549,23,5,18,"Decline dumbbell press"
3550,12,5,24,"Decline dumbbell flyes"
3551,12,5,15,"Face pulls"
3552,21,5,22,"Standing calf raises"
3553,23,3,10,"Decline cable crossovers"
3554,18,4,24,"Leg extensions"
3555,43,5,18,"Leg press"
3556,3,5,21,"Cable crossovers"
3557,15,4,24,"Wrist curl"
3558,32,4,16,"Preacher curls"
3559,6,5,21,"Bent-over lateral raises"
3560,22,5,20,"Leg raises"
3561,19,5,20,"Dumbbell front raises"
3562,32,5,24,"Lateral raises"
3563,1,4,24,"Decline dumbbell flyes"
3564,44,5,21,"Bicycle crunches"
3565,3,5,21,"Close-grip bench press"
3566,4,4,22,"Bicep Curls"
3567,36,4,17,"Incline cable crossovers"
3568,30,5,20,"Dumbbell flyes"
3569,36,4,15,"Close-grip bench press"
3570,11,5,25,"Leg extensions"
3571,29,5,21,"Close-grip bench press"
3572,42,4,19,"Dumbbell curls"
3573,9,4,17,"Face pulls"
3574,30,4,15,"Standing calf raises"
3575,14,5,15,"Leg raises"
3576,39,4,15,"Dumbbell rows"
3577,28,4,16,"Dumbbell rows"
3578,32,4,19,"Plate pinch"
3579,4,4,18,"Towel pull-up"
3580,48,5,15,"Leg press"
3581,15,5,24,"Dumbbell flyes"
3582,26,4,24,"Fat grip dumbbell curl"
3583,4,4,19,"Military press"
3584,11,4,22,"Decline dumbbell flyes"
3585,27,5,23,"Plate pinch"
3586,3,5,21,"Crunches"
3587,43,4,24,"Bent-over rows"
3588,23,4,23,"Leg curls"
3589,47,5,24,"Fat grip dumbbell curl"
3590,41,5,25,"Seated calf raises"
3591,8,4,20,"Face pulls"
3592,44,5,19,"Overhead triceps extensions"
3593,16,5,17,"Cable crossovers"
3594,9,5,18,"Barbell squats"
3595,25,4,23,"Triceps dips"
3596,1,5,22,"Romanian deadlifts"
3597,4,4,16,"Face pulls"
3598,5,5,15,"Wrist extension"
3599,13,5,17,"Wrist extension"
3600,36,5,17,"Incline dumbbell flyes"
3601,52,5,22,"Decline dumbbell press"
3602,29,4,21,"Bicycle crunches"
3603,17,5,18,"Wrist extension"
3604,29,3,12,"Crunches"
3605,41,3,12,"Lateral raises"
3606,13,4,16,"Towel pull-up"
3607,12,3,12,"Plate pinch"
3608,43,5,16,"Barbell squats"
3609,6,5,15,"Hanging leg raises"
3610,37,4,25,"Decline dumbbell flyes"
3611,17,4,24,"Barbell curls"
3612,17,4,25,"Romanian deadlifts"
3613,32,5,23,"Decline dumbbell press"
3614,7,4,16,"Decline cable crossovers"
3615,47,5,20,"Crunches"
3616,48,5,18,"Dumbbell rows"
3617,47,4,18,"Leg press"
3618,25,4,24,"Plank"
3619,15,4,22,"Decline dumbbell press"
3620,31,4,20,"Decline dumbbell press"
3621,42,5,24,"Dumbbell curls"
3622,50,4,18,"Lateral raises"
3623,11,3,8,"Leg extensions"
3624,17,5,21,"Leg curls"
3625,10,5,24,"Pull-ups"
3626,35,5,25,"Wrist curl"
3627,48,4,19,"Overhead triceps extensions"
3628,49,5,24,"Donkey kicks"
3629,38,5,18,"Incline dumbbell press"
3630,41,5,19,"Triceps dips"
3631,17,4,16,"Chest flyes"
3632,28,5,18,"Cable crossovers"
3633,19,5,16,"Towel pull-up"
3634,30,5,16,"Dumbbell front raises"
3635,29,4,16,"Dumbbell curls"
3636,37,5,21,"Fat grip dumbbell curl"
3637,34,4,22,"Leg press"
3638,42,5,22,"Dumbbell rows"
3639,4,3,10,"Standing calf raises"
3640,26,4,24,"Dumbbell curls"
3641,31,4,15,"Hammer curl"
3642,31,4,24,"Barbell curls"
3643,14,4,25,"Leg raises"
3644,31,5,20,"Chest flyes"
3645,18,4,16,"Dumbbell curls"
3646,35,4,24,"Triceps dips"
3647,21,5,23,"Skull crushers"
3648,1,5,21,"Plate pinch"
3649,10,4,19,"Bicycle crunches"
3650,37,5,22,"Hanging leg raises"
3651,3,5,21,"Bird dog"
3652,48,5,23,"Incline dumbbell flyes"
3653,18,5,25,"Lateral raises"
3654,29,5,20,"Decline dumbbell press"
3655,20,4,22,"Concentration curls"
3656,33,5,21,"Standing calf raises"
3657,38,3,20,"Triceps dips"
3658,48,4,19,"Dumbbell rows"
3659,31,3,5,"Incline dumbbell press"
3660,15,5,15,"Barbell curls"
3661,12,5,18,"Towel pull-up"
3662,18,5,16,"Crunches"
3663,25,4,21,"Bicep Curls"
3664,30,5,16,"Triceps dips"
3665,14,4,15,"Wrist extension"
3666,27,4,15,"Barbell squats"
3667,28,4,16,"Dumbbell rows"
3668,32,4,17,"Decline dumbbell flyes"
3669,44,5,16,"Incline cable crossovers"
3670,46,5,20,"Bicycle crunches"
3671,17,4,17,"Wrist curl"
3672,44,4,22,"Triceps pushdowns"
3673,28,5,22,"Dumbbell front raises"
3674,55,4,20,"Decline dumbbell press"
3675,46,5,18,"Leg extensions"
3676,17,4,20,"Plank"
3677,29,4,23,"Hanging leg raises"
3678,31,4,15,"Crunches"
3679,48,5,21,"Incline dumbbell flyes"
3680,30,5,22,"Bicep Curls"
3681,46,4,18,"Incline dumbbell press"
3682,41,5,16,"Triceps pushdowns"
3683,19,4,24,"Military press"
3684,34,5,15,"Hammer curl"
3685,5,4,15,"Plank"
3686,8,3,12,"Bent-over rows"
3687,19,4,24,"Close-grip bench press"
3688,37,5,23,"Barbell squats"
3689,18,4,19,"Hanging leg raises"
3690,10,5,16,"Seated cable rows"
3691,35,4,23,"Fat grip dumbbell curl"
3692,39,4,23,"Incline dumbbell flyes"
3693,36,5,20,"Towel pull-up"
3694,42,5,25,"Close-grip bench press"
3695,36,4,18,"Barbell curls"
3696,1,4,24,"Leg extensions"
3697,27,5,22,"Bent-over rows"
3698,47,4,21,"Romanian deadlifts"
3699,23,4,20,"Overhead triceps extensions"
3700,32,3,20,"Concentration curls"
3701,20,5,16,"Triceps dips"
3702,29,4,15,"Triceps pushdowns"
3703,26,4,15,"Incline dumbbell press"
3704,18,5,18,"Triceps pushdowns"
3705,49,5,25,"Decline dumbbell press"
3706,37,4,20,"Barbell squats"
3707,18,5,23,"Concentration curls"
3708,24,5,23,"Bent-over rows"
3709,52,3,8,"Barbell squats"
3710,52,5,23,"Bird dog"
3711,41,4,16,"Chest flyes"
3712,53,5,21,"Dumbbell front raises"
3713,29,5,23,"Plate pinch"
3714,11,5,22,"Dumbbell front raises"
3715,5,3,10,"Triceps dips"
3716,25,4,17,"Dumbbell front raises"
3717,2,5,24,"Bent-over lateral raises"
3718,17,4,19,"Close-grip bench press"
3719,27,4,16,"Incline dumbbell flyes"
3720,47,3,10,"Bent-over rows"
3721,15,5,15,"Crunches"
3722,48,3,15,"Hanging leg raises"
3723,23,4,23,"Triceps pushdowns"
3724,6,4,16,"Standing calf raises"
3725,49,5,22,"Lateral raises"
3726,3,4,23,"Plate pinch"
3727,26,4,21,"Leg press"
3728,49,5,21,"Hyperextensions"
3729,33,5,19,"Decline cable crossovers"
3730,23,5,15,"Cable crossovers"
3731,23,4,17,"Hammer curl"
3732,27,5,16,"Donkey kicks"
3733,21,5,17,"Incline dumbbell press"
3734,9,5,15,"Barbell squats"
3735,5,5,15,"Incline cable crossovers"
3736,50,4,25,"Dumbbell curls"
3737,26,5,23,"Seated calf raises"
3738,46,5,17,"Decline dumbbell flyes"
3739,4,4,15,"Decline dumbbell flyes"
3740,31,4,12,"Incline cable crossovers"
3741,43,5,23,"Incline dumbbell flyes"
3742,52,4,17,"Pull-ups"
3743,41,5,22,"Russian twists"
3744,28,5,18,"Leg press"
3745,25,4,23,"Romanian deadlifts"
3746,45,5,18,"Preacher curls"
3747,41,4,23,"Hammer curl"
3748,45,4,17,"Skull crushers"
3749,22,5,17,"Decline cable crossovers"
3750,9,4,15,"Plank"
3751,22,5,21,"Hammer curl"
3752,33,5,22,"Bicep Curls"
3753,9,5,20,"Close-grip bench press"
3754,29,4,25,"Decline cable crossovers"
3755,34,4,25,"Incline dumbbell flyes"
3756,50,5,15,"Donkey kicks"
3757,49,5,20,"Hanging leg raises"
3758,47,4,20,"Russian twists"
3759,42,4,20,"Fat grip dumbbell curl"
3760,37,5,23,"Triceps dips"
3761,21,4,18,"Dumbbell flyes"
3762,31,4,20,"Hammer curl"
3763,5,4,18,"Hammer curl"
3764,23,4,24,"Russian twists"
3765,38,5,16,"Hammer curl"
3766,55,5,21,"Dumbbell rows"
3767,15,4,15,"Bird dog"
3768,43,5,21,"Pull-ups"
3769,53,4,21,"Plank"
3770,40,5,22,"Fat grip dumbbell curl"
3771,25,5,23,"Seated calf raises"
3772,2,5,25,"Bicycle crunches"
3773,19,5,17,"Plate pinch"
3774,4,5,24,"Incline dumbbell press"
3775,1,5,25,"Hammer curls"
3776,36,5,19,"Barbell curls"
3777,32,5,20,"Overhead triceps extensions"
3778,34,5,15,"Crunches"
3779,55,5,21,"Close-grip bench press"
3780,17,5,22,"Leg press"
3781,32,5,17,"Incline dumbbell press"
3782,36,5,17,"Decline cable crossovers"
3783,21,4,16,"Incline dumbbell press"
3784,28,4,22,"Skull crushers"
3785,11,5,25,"Donkey kicks"
3786,13,4,25,"Wrist extension"
3787,32,5,25,"Bird dog"
3788,50,4,23,"Preacher curls"
3789,50,3,10,"Crunches"
3790,26,4,15,"Skull crushers"
3791,26,5,20,"Hammer curls"
3792,26,5,18,"Leg raises"
3793,18,4,20,"Dumbbell curls"
3794,5,5,25,"Dumbbell front raises"
3795,50,5,20,"Decline dumbbell press"
3796,54,5,16,"Donkey kicks"
3797,16,4,21,"Triceps pushdowns"
3798,36,4,16,"Lateral raises"
3799,23,5,24,"Barbell rows"
3800,14,4,23,"Barbell hip thrusts"
3801,35,5,19,"Seated cable rows"
3802,7,5,25,"Triceps dips"
3803,42,5,22,"Decline dumbbell flyes"
3804,23,5,17,"Wrist extension"
3805,11,5,17,"Decline dumbbell flyes"
3806,21,4,24,"Pull-ups"
3807,27,5,20,"Triceps dips"
3808,20,5,21,"Wrist extension"
3809,31,4,16,"Standing calf raises"
3810,38,5,17,"Dumbbell curls"
3811,47,5,24,"Fat grip dumbbell curl"
3812,8,5,15,"Overhead triceps extensions"
3813,42,5,18,"Barbell curls"
3814,48,5,21,"Barbell hip thrusts"
3815,42,4,17,"Decline cable crossovers"
5505,21,4,15,"Triceps pushdowns"
5506,26,5,16,"Leg press"
5507,12,4,15,"Hammer curl"
5508,36,5,23,"Leg raises"
5509,12,4,15,"Wrist extension"
5510,41,5,18,"Barbell curls"
5511,26,5,22,"Concentration curls"
5512,43,4,15,"Donkey kicks"
5513,45,4,25,"Incline dumbbell press"
5514,19,5,21,"Barbell squats"
5515,14,4,23,"Towel pull-up"
5516,4,5,16,"Preacher curls"
5517,50,5,17,"Bicycle crunches"
5518,10,5,20,"Close-grip bench press"
5519,29,5,15,"Barbell rows"
5520,55,5,18,"Overhead triceps extensions"
5521,31,5,21,"Donkey kicks"
5522,2,4,17,"Barbell squats"
5523,52,5,25,"Bird dog"
5524,38,4,18,"Wrist extension"
5525,30,4,16,"Bird dog"
5526,52,5,20,"Plate pinch"
5527,12,4,16,"Dumbbell flyes"
5528,26,5,20,"Hanging leg raises"
5529,37,5,15,"Plank"
5530,50,3,15,"Concentration curls"
5531,24,4,16,"Dumbbell curls"
5532,50,5,21,"Plate pinch"
5533,1,4,15,"Romanian deadlifts"
5534,54,3,12,"Military press"
5535,18,4,21,"Preacher curls"
5536,39,4,17,"Cable crossovers"
5537,38,4,17,"Chest flyes"
5538,7,4,21,"Leg extensions"
5539,8,4,22,"Cable crossovers"
5540,37,4,19,"Hanging leg raises"
5541,45,5,22,"Bent-over lateral raises"
5542,38,3,10,"Towel pull-up"
5543,2,5,24,"Barbell rows"
5544,5,4,17,"Hammer curl"
5545,7,4,23,"Leg press"
5546,30,5,15,"Leg press"
5547,34,5,16,"Russian twists"
5548,6,4,20,"Triceps pushdowns"
5549,9,3,5,"Leg curls"
5550,42,5,20,"Dumbbell curls"
5551,4,4,17,"Standing calf raises"
5552,45,4,17,"Fat grip dumbbell curl"
5553,36,5,23,"Close-grip bench press"
5554,8,4,24,"Dumbbell rows"
5555,23,5,21,"Standing calf raises"
5556,40,3,10,"Barbell rows"
5557,43,5,18,"Leg press"
5558,37,5,18,"Barbell rows"
5559,23,5,20,"Preacher curls"
5560,34,5,25,"Wrist extension"
5561,13,4,16,"Seated cable rows"
5562,14,5,15,"Standing calf raises"
5563,22,4,18,"Concentration curls"
5564,44,4,15,"Overhead triceps extensions"
5565,33,4,15,"Leg curls"
5566,37,4,25,"Russian twists"
5567,4,4,21,"Seated calf raises"
5568,52,5,16,"Leg extensions"
5569,5,5,25,"Russian twists"
5570,54,5,15,"Dumbbell flyes"
5571,15,5,20,"Chest flyes"
5572,34,4,15,"Donkey kicks"
5573,45,5,15,"Fat grip dumbbell curl"
5574,35,5,20,"Concentration curls"
5575,8,5,17,"Towel pull-up"
5576,36,5,19,"Hyperextensions"
5577,18,3,5,"Cable crossovers"
5578,20,5,21,"Triceps pushdowns"
5579,47,5,16,"Decline cable crossovers"
5580,55,5,21,"Romanian deadlifts"
5581,5,5,22,"Face pulls"
5582,6,5,20,"Preacher curls"
5583,15,4,19,"Lateral raises"
5584,51,4,23,"Hanging leg raises"
5585,26,3,20,"Decline dumbbell flyes"
5586,5,4,21,"Concentration curls"
5587,44,4,18,"Hammer curl"
5588,39,5,25,"Triceps pushdowns"
5589,39,5,16,"Face pulls"
5590,10,4,16,"Dumbbell curls"
5591,50,5,22,"Bird dog"
5592,51,5,21,"Bent-over rows"
5593,36,4,20,"Barbell squats"
5594,12,5,19,"Plank"
5595,51,4,16,"Close-grip bench press"
5596,46,5,20,"Decline cable crossovers"
5597,35,4,23,"Decline dumbbell flyes"
5598,30,5,20,"Dumbbell flyes"
5599,23,4,18,"Close-grip bench press"
5600,15,4,22,"Triceps pushdowns"
5601,47,5,21,"Overhead triceps extensions"
5602,3,4,16,"Dumbbell curls"
5603,39,3,10,"Leg press"
5604,17,5,20,"Leg press"
5605,38,4,19,"Leg extensions"
5606,37,5,25,"Chest flyes"
5607,50,5,23,"Bird dog"
5608,3,5,15,"Leg raises"
5609,15,3,20,"Concentration curls"
5610,45,5,21,"Skull crushers"
5611,51,5,16,"Plank"
5612,2,4,24,"Skull crushers"
5613,34,5,22,"Skull crushers"
5614,2,4,23,"Hyperextensions"
5615,11,4,16,"Incline dumbbell press"
5616,3,5,20,"Hyperextensions"
5617,54,5,20,"Pull-ups"
5618,45,5,17,"Incline dumbbell press"
5619,50,5,19,"Bicycle crunches"
5620,35,4,21,"Plate pinch"
5621,52,5,25,"Barbell rows"
5622,14,4,22,"Skull crushers"
5623,21,4,16,"Standing calf raises"
5624,1,4,19,"Lateral raises"
5625,18,4,16,"Leg extensions"
5626,46,4,18,"Dumbbell front raises"
5627,24,4,18,"Cable crossovers"
5628,24,5,23,"Triceps dips"
5629,20,5,17,"Triceps dips"
5630,35,4,19,"Hammer curl"
5631,32,5,17,"Bicycle crunches"
5632,30,4,23,"Skull crushers"
5633,13,3,10,"Fat grip dumbbell curl"
5634,44,5,21,"Towel pull-up"
5635,43,4,17,"Towel pull-up"
5636,50,4,21,"Leg press"
5637,22,4,16,"Leg raises"
5638,51,4,17,"Barbell curls"
5639,33,5,15,"Face pulls"
5640,32,5,23,"Plate pinch"
5641,20,3,10,"Hanging leg raises"
5642,53,4,22,"Face pulls"
5643,35,4,17,"Hammer curls"
5644,4,5,16,"Seated calf raises"
5645,33,5,17,"Hammer curls"
5646,53,4,21,"Triceps pushdowns"
5647,6,4,16,"Incline cable crossovers"
5648,45,5,25,"Wrist extension"
5649,48,4,15,"Plate pinch"
5650,54,4,22,"Military press"
5651,17,4,22,"Leg raises"
5652,27,3,15,"Towel pull-up"
5653,28,4,16,"Leg curls"
5654,11,4,18,"Leg curls"
5655,10,5,17,"Overhead triceps extensions"
5656,54,4,19,"Hanging leg raises"
5657,27,5,25,"Skull crushers"
5658,55,5,22,"Triceps pushdowns"
5659,22,5,22,"Triceps dips"
5660,49,4,25,"Bird dog"
5661,34,5,22,"Close-grip bench press"
5662,25,5,21,"Towel pull-up"
5663,55,5,19,"Decline dumbbell press"
5664,9,4,24,"Wrist extension"
5665,42,5,25,"Seated cable rows"
5666,10,5,25,"Leg curls"
5667,9,4,16,"Hanging leg raises"
5668,45,5,21,"Concentration curls"
5669,37,5,20,"Hanging leg raises"
5670,48,4,17,"Dumbbell curls"
5671,33,4,16,"Barbell curls"
5672,50,3,10,"Leg press"
5673,53,4,18,"Overhead triceps extensions"
5674,19,5,20,"Bird dog"
5675,11,5,19,"Cable crossovers"
5676,33,5,25,"Wrist extension"
5677,15,5,16,"Triceps dips"
5678,26,5,23,"Towel pull-up"
5679,46,5,24,"Towel pull-up"
5680,2,4,15,"Barbell squats"
5681,1,3,15,"Preacher curls"
5682,1,5,15,"Military press"
5683,26,4,16,"Hyperextensions"
5684,51,4,23,"Incline cable crossovers"
5685,26,3,12,"Leg press"
5686,15,4,24,"Skull crushers"
5687,23,4,19,"Seated calf raises"
5688,54,5,16,"Incline dumbbell flyes"
5689,3,4,16,"Towel pull-up"
5690,30,5,15,"Seated calf raises"
5691,21,4,15,"Incline cable crossovers"
5692,30,4,23,"Barbell squats"
5693,28,5,19,"Barbell squats"
5694,37,4,23,"Leg raises"
5695,12,5,17,"Barbell rows"
5696,55,5,19,"Incline dumbbell flyes"
5697,27,4,18,"Face pulls"
5698,19,4,18,"Dumbbell front raises"
5699,23,4,19,"Romanian deadlifts"
5700,37,4,25,"Wrist curl"
5701,5,5,16,"Donkey kicks"
5702,51,5,19,"Hanging leg raises"
5703,43,4,23,"Leg extensions"
5704,49,4,12,"Dumbbell curls"
5705,21,4,15,"Chest flyes"
5706,41,5,18,"Dumbbell flyes"
5707,9,5,21,"Hanging leg raises"
5708,47,5,15,"Triceps pushdowns"
5709,1,5,21,"Russian twists"
5710,15,5,21,"Pull-ups"
5711,27,4,25,"Decline cable crossovers"
5712,17,5,20,"Plate pinch"
5713,31,4,23,"Leg press"
5714,27,5,25,"Decline dumbbell press"
5715,2,3,8,"Bicycle crunches"
5716,27,4,25,"Overhead triceps extensions"
5717,17,5,15,"Seated cable rows"
5718,9,5,16,"Bent-over rows"
5719,39,5,19,"Cable crossovers"
5720,15,4,24,"Hammer curls"
5721,4,4,20,"Crunches"
5722,51,3,12,"Leg extensions"
5723,46,5,15,"Triceps pushdowns"
5724,7,4,22,"Standing calf raises"
5725,28,4,18,"Hammer curls"
5726,54,4,19,"Incline dumbbell press"
5727,43,5,17,"Bicep Curls"
5728,28,5,18,"Incline dumbbell press"
5729,10,4,17,"Incline dumbbell press"
5730,31,4,21,"Bent-over lateral raises"
5731,22,5,15,"Leg press"
5732,25,4,16,"Triceps dips"
5733,54,4,22,"Leg curls"
5734,24,4,20,"Close-grip bench press"
5735,55,5,25,"Barbell hip thrusts"
5736,52,4,24,"Hammer curl"
5737,33,5,18,"Dumbbell front raises"
5738,30,4,24,"Overhead triceps extensions"
5739,14,4,15,"Preacher curls"
5740,39,3,10,"Concentration curls"
5741,26,5,21,"Dumbbell flyes"
5742,51,4,21,"Leg press"
5743,36,4,15,"Bent-over lateral raises"
5744,35,4,18,"Cable crossovers"
5745,34,4,19,"Bird dog"
5746,38,5,23,"Plate pinch"
5747,26,4,17,"Skull crushers"
5748,4,5,18,"Hanging leg raises"
5749,4,5,21,"Donkey kicks"
5750,2,4,23,"Military press"
5751,54,4,22,"Bird dog"
5752,30,5,23,"Leg press"
5753,43,4,17,"Dumbbell flyes"
5754,50,4,16,"Wrist curl"
5755,18,5,17,"Barbell curls"
5756,6,5,15,"Military press"
5757,27,4,23,"Seated calf raises"
5758,17,5,21,"Military press"
5759,47,4,19,"Concentration curls"
5760,17,4,24,"Decline cable crossovers"
5761,4,4,15,"Hanging leg raises"
5762,38,4,25,"Crunches"
5763,31,4,17,"Triceps pushdowns"
5764,47,5,19,"Barbell rows"
5765,27,4,25,"Dumbbell flyes"
5766,54,4,23,"Triceps dips"
5767,21,5,19,"Close-grip bench press"
5768,4,5,15,"Leg press"
5769,29,4,24,"Chest flyes"
5770,36,5,21,"Hanging leg raises"
5771,11,5,25,"Crunches"
5772,49,5,22,"Dumbbell flyes"
5773,15,5,19,"Decline dumbbell flyes"
5774,19,4,16,"Close-grip bench press"
5775,33,5,18,"Russian twists"
5776,10,4,18,"Hyperextensions"
5777,54,3,10,"Crunches"
5778,50,5,24,"Triceps pushdowns"
5779,25,5,21,"Romanian deadlifts"
5780,14,4,20,"Seated cable rows"
5781,43,4,25,"Dumbbell flyes"
5782,37,4,23,"Romanian deadlifts"
5783,35,5,24,"Dumbbell curls"
5784,31,5,15,"Decline dumbbell press"
5785,28,5,24,"Barbell rows"
5786,15,5,18,"Plank"
5787,41,3,12,"Bent-over rows"
5788,46,3,20,"Dumbbell rows"
5789,24,5,24,"Close-grip bench press"
5790,48,4,24,"Incline dumbbell flyes"
5791,40,5,24,"Skull crushers"
5792,5,5,20,"Donkey kicks"
5793,10,5,21,"Fat grip dumbbell curl"
5794,12,3,20,"Dumbbell flyes"
5795,51,4,16,"Chest flyes"
5796,22,5,15,"Triceps dips"
5797,43,4,24,"Hammer curls"
5798,16,5,20,"Barbell rows"
5799,40,5,24,"Seated calf raises"
5800,27,4,15,"Seated calf raises"
5801,12,5,24,"Hyperextensions"
5802,39,4,24,"Barbell curls"
5803,50,5,15,"Dumbbell curls"
5804,16,5,21,"Leg curls"
5805,54,5,18,"Dumbbell front raises"
5806,23,4,15,"Seated cable rows"
5807,23,4,19,"Barbell squats"
5808,30,4,21,"Crunches"
5809,51,4,23,"Plank"
5810,42,4,15,"Triceps pushdowns"
5811,12,5,15,"Bird dog"
5812,12,5,18,"Bent-over rows"
5813,20,4,21,"Close-grip bench press"
5814,6,4,16,"Wrist curl"
5815,54,4,22,"Close-grip bench press"
5816,5,5,21,"Incline dumbbell flyes"
5817,20,5,21,"Close-grip bench press"
5818,19,4,19,"Standing calf raises"
5819,23,4,19,"Dumbbell flyes"
5820,19,5,15,"Hanging leg raises"
5821,13,5,25,"Lateral raises"
5822,19,3,12,"Bent-over lateral raises"
5823,19,5,20,"Plate pinch"
5824,17,5,25,"Barbell hip thrusts"
5825,5,4,20,"Face pulls"
5826,7,4,24,"Chest flyes"
5827,34,5,22,"Hyperextensions"
5828,10,4,23,"Concentration curls"
5829,46,4,16,"Seated cable rows"
5830,18,5,22,"Preacher curls"
5831,46,5,20,"Hyperextensions"
5832,40,5,15,"Seated calf raises"
5833,15,5,16,"Barbell squats"
5834,26,5,17,"Hanging leg raises"
5835,8,4,19,"Hammer curls"
5836,4,5,16,"Lateral raises"
5837,41,4,25,"Bent-over lateral raises"
5838,51,4,23,"Pull-ups"
5839,16,4,24,"Romanian deadlifts"
5840,45,5,19,"Incline cable crossovers"
5841,11,5,17,"Seated calf raises"
5842,38,4,21,"Leg extensions"
5843,51,5,20,"Hammer curls"
5844,27,5,17,"Close-grip bench press"
5845,44,4,20,"Bent-over lateral raises"
5846,39,5,18,"Seated cable rows"
5847,51,5,19,"Preacher curls"
5848,2,5,23,"Triceps pushdowns"
5849,7,5,21,"Overhead triceps extensions"
5850,24,4,18,"Incline dumbbell flyes"
5851,14,5,16,"Plate pinch"
5852,26,5,25,"Barbell squats"
5853,32,5,17,"Decline cable crossovers"
5854,27,4,21,"Leg curls"
5855,6,5,15,"Close-grip bench press"
5856,8,5,25,"Seated calf raises"
5857,49,5,17,"Chest flyes"
5858,10,4,17,"Barbell rows"
5859,1,4,15,"Face pulls"
5860,2,5,16,"Leg curls"
5861,34,4,18,"Decline dumbbell flyes"
5862,9,4,18,"Bent-over lateral raises"
5863,5,4,19,"Bent-over rows"
5864,51,5,20,"Dumbbell rows"
5865,37,5,22,"Skull crushers"
5866,16,4,19,"Incline dumbbell flyes"
5867,38,5,25,"Dumbbell rows"
5868,3,4,21,"Leg raises"
5869,54,5,25,"Preacher curls"
5870,12,5,17,"Hyperextensions"
5871,17,4,25,"Concentration curls"
5872,34,4,24,"Leg raises"
5873,52,3,10,"Incline cable crossovers"
5874,18,5,16,"Concentration curls"
5875,35,4,19,"Hanging leg raises"
5876,17,5,25,"Leg curls"
5877,33,4,21,"Dumbbell front raises"
5878,43,5,18,"Leg raises"
5879,8,4,25,"Bird dog"
5880,30,4,15,"Bent-over lateral raises"
5881,54,5,20,"Hammer curls"
5882,32,4,20,"Barbell squats"
5883,21,5,15,"Fat grip dumbbell curl"
5884,4,4,21,"Fat grip dumbbell curl"
5885,53,5,17,"Leg curls"
5886,31,4,25,"Romanian deadlifts"
5887,5,5,17,"Hyperextensions"
5888,55,4,15,"Close-grip bench press"
5889,53,4,15,"Overhead triceps extensions"
5890,44,4,24,"Concentration curls"
5891,6,5,18,"Towel pull-up"
5892,40,5,20,"Leg raises"
5893,11,4,21,"Bird dog"
5894,20,3,12,"Plate pinch"
5895,7,4,19,"Bent-over rows"
5896,6,5,15,"Leg extensions"
5897,29,4,15,"Pull-ups"
5898,32,4,20,"Incline dumbbell flyes"
